cv_acc,cv_acc_nc,cv_acc_pc,cv_f1,data_name,model_name,param_c,param_gamma,param_linvar,prepr_name,test_acc,test_acc_nc,test_acc_pc,test_f1
0.9140625,0.9226190476190477,0.9126984126984128,0.914792603698151,GTZAN,meansvm,21.842105263157894,0.45203536563602403,,RhythmData,0.875,0.75,1.0,0.888888888888889
0.953125,0.9615384615384616,0.9352226720647774,0.9536842105263158,GTZAN,meansvm,21.842105263157894,1.0,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.46875,0.5,0.5,0.3191489361702128,GTZAN,meansvm,27.052631578947366,1e-10,,RhythmData,0.875,1.0,0.75,0.8571428571428571
0.640625,0.984375,0.296875,0.4523809523809524,GTZAN,meansvm,27.052631578947366,2.2122162910704502e-10,,RhythmData,0.875,1.0,0.75,0.8571428571428571
0.46875,0.5,0.5,0.3191489361702128,GTZAN,meansvm,27.052631578947366,4.893900918477499e-10,,RhythmData,0.875,1.0,0.75,0.8571428571428571
0.421875,0.5,0.5,0.2967032967032967,GTZAN,meansvm,27.052631578947366,1.0826367338740564e-09,,RhythmData,0.875,1.0,0.75,0.8571428571428571
0.46875,0.5,0.5,0.3191489361702128,GTZAN,meansvm,27.052631578947366,2.395026619987491e-09,,RhythmData,0.875,1.0,0.75,0.8571428571428571
0.484375,0.5,0.5,0.3263157894736842,GTZAN,meansvm,27.052631578947366,5.298316906283702e-09,,RhythmData,0.5,0.0,1.0,0.6666666666666666
0.7734375,0.65625,0.890625,0.803030303030303,GTZAN,meansvm,27.052631578947366,1.1721022975334793e-08,,RhythmData,0.725,0.45,1.0,0.7843137254901961
0.6171875,0.78125,0.453125,0.5033582089552239,GTZAN,meansvm,27.052631578947366,2.592943797404667e-08,,RhythmData,0.95,0.9,1.0,0.9523809523809523
0.7265625,0.828125,0.625,0.681929181929182,GTZAN,meansvm,27.052631578947366,5.736152510448681e-08,,RhythmData,0.95,0.9,1.0,0.9523809523809523
0.453125,0.5,0.5,0.3118279569892473,GTZAN,meansvm,27.052631578947366,1.2689610031679235e-07,,RhythmData,0.85,0.7,1.0,0.8695652173913044
0.375,0.5,0.5,0.2727272727272727,GTZAN,meansvm,27.052631578947366,2.807216203941181e-07,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.71875,0.828125,0.609375,0.684863523573201,GTZAN,meansvm,27.052631578947366,6.210169418915616e-07,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.4375,0.5,0.5,0.30434782608695654,GTZAN,meansvm,27.052631578947366,1.3738237958832638e-06,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.6953125,0.765625,0.625,0.6686609686609687,GTZAN,meansvm,27.052631578947366,3.039195382313201e-06,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.46875,0.5,0.5,0.3191489361702128,GTZAN,meansvm,27.052631578947366,6.723357536499335e-06,,RhythmData,0.825,0.65,1.0,0.851063829787234
0.484375,0.5,0.5,0.3263157894736842,GTZAN,meansvm,27.052631578947366,1.4873521072935119e-05,,RhythmData,0.825,0.65,1.0,0.851063829787234
